bytes	sha256	path
27	e9acf89dfff414ab3c98f1854c150d139b197a561e93a70ec9ed84771a680995	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/netlist-structure-final/old-t3i-red-status.txt
107	027d42db2c8df1cfc2b9f38c749be14832a27dc4a449aeeed7962af4b33584a0	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/netlist-structure-final/old-t3i.log
109	a92e4647beca177190ce139e1b8d2b5ee076384f0752d9a24c6229547856d558	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/netlist-structure-final/fresh-t3j.log
350	8d96100a9ad9bc64ae133a4de673bd14663ad909dfa96f14ba1dbefe329c398b	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-console.log
114	f613cdc993dff80ab286ed1ab5d9a547368b67fb68d911827357142d5b794830	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/checker.log
246	b8069169285e652e07146a998d6e58a8bd40b05e145a02bf86dec7d95d1f9e2a	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-focused-complete.txt
133	b3021c0b7ebc46e2747feb26c5edd74ddf933e09450288490ad8aa414aa5d4c6	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-focused-counts.txt
5346	da8c6f96109bf7eef80c2c6b64dc4667b7974c6b2946f323b2d83c4255cbf798	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-focused-objects.txt
6489	ea78e670b6dfc5dc53af77449a90b24fcad4f18704fb4fa2a7b13229bdbca89f	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-focused-queries.txt
359	dc4c4b82950d253324b9bad06cff449d0b8aefca8067e92f6f06d31fa50bcac9	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-accept-fanout-endpoints.txt
10783	ebf707cdc0ef74b22ed094326e6ec80ba165d5a15e4d07b86a111a164ab89f83	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-address-fanout-endpoints.txt
34	f18e77e336ab184ba8348581753394c95949b7bedf60aa60457696e3766714f1	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-read-window-fanout-endpoints.txt
83	5390f2345096a920623c937a873de1d79381e13c8064de5aa9762e523c148fce	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-read-window-startpoints.txt
18267	d61efa6e1adb7391e5796ef1773b42a30c77b764025d7f448ae75a56d7d85d58	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-accept-to-payload-en.rpt
204168	fe28cb27d6f5e4d1408331f14ffc97b1b0e41e90b1c529a5f89cbde0a7d2148a	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-pc-to-payload-addr.rpt
49	db5f04b3bff99399d2256fcad0110ebd8ec20b4c965cca40f955817cd373da28	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-old-t3i-final/opensta-t3j-read-window-to-payload-en.rpt
350	8d96100a9ad9bc64ae133a4de673bd14663ad909dfa96f14ba1dbefe329c398b	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-console.log
129	1c59a9019580aa487dd5559c487100912fa888e4568858ae08f00c995c0ae812	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/checker.log
242	576fecb45bd7c934a6e57b1b26d76803ff4dd2d07dbe63d6b4600b9552414381	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-focused-complete.txt
133	aac85e1658a1a5aaa98941f43f15d37f2c7b27ef16d06cf6e90d4206c5d2f849	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-focused-counts.txt
5410	91896ab369df2bdd654763c7fc3c81a5eb9da21cfe417675bfbe6344179b063e	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-focused-objects.txt
6854	c39e6d497b0487ea6ca5b7600aa95d3cd5228023d896208a3001c1cbdb0cf66f	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-focused-queries.txt
276	b3e60ad0d0b01ef15607c2b35b1025ac16433cb9edbee3721cbc2458f3b0a37b	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-accept-fanout-endpoints.txt
10783	3d17c35211aec68d7a6d1f5dbb7a42056b938dea8e007aecc4f624665257ae49	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-address-fanout-endpoints.txt
223	bd211f6d60b96b33fa3c416403c590b6988e82c5102cc12236ed62f305a2d4d3	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-read-window-fanout-endpoints.txt
1302	56659bdadb168f606d4ba4f38442d1a86d2c626ed2a47448dafb0cce2748ea9f	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-read-window-startpoints.txt
49	331636be84f0c83798aae8fec8978e6ac0c2b57c237adb847aa730cad9904d1a	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-accept-to-payload-en.rpt
204076	8edd2da1d04bdbbfcc4b68d17baf444a984df98527aa8b6940cfec36e01f33d8	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-pc-to-payload-addr.rpt
1610	25bd64b9a8b035c4ca8fb9cfe1803824bbfa75cfe7122f73389d3e629b93b973	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-focused-fresh-t3j-final/opensta-t3j-read-window-to-payload-en.rpt
350	8d96100a9ad9bc64ae133a4de673bd14663ad909dfa96f14ba1dbefe329c398b	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/opensta-console.log
100	ca93b3c25db2c6493d61e327adf2a1bae1d3a56202fe5caeecfbe19ac686ce9f	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/checker.log
95684	9dfdcc9ede24b064e1cce61a03d3754370fa163e77293fa5828f8b66b540785d	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/opensta-current-check-setup.txt
825393	d300cce37aeda0ecceb6b6e81f8f4b71eaf3685951fd9c5d5669d910725c9bf7	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/opensta-current-top40.rpt
754	84dfc14d94b61f2863deeb22166087af3771236893bf74719d698f938578fc71	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/opensta-current-power.rpt
229	dd95927e741c334284a3aff5e0d31df23dde7d7eac779f6fb8efe201413890fa	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/opensta-current-complete.txt
615	c69d16e96e0cab89f968c3fd965340ab28103948b9ffc41a9e0eda102584696c	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/summary.json
64	37e0890972823d652a622cf6759f82694febba2969112a98b114a8d17728f0b0	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/target-200mhz.log
17	04b8e04127b2690b1123238f807e5068adc012c281120da4cb85f5489ba017b6	.github/task-runs/2026-07-13-rv64-t3j-fetch-read-window/evidence/opensta-fresh-t3j-final/target-200mhz-status.txt
6397	8f74b2541146fb310089adfd8ad06cdc2458ef9c12a77ed8a16bcdbff6080bfe	tmp/2026-07-13-rv64-t3j-fetch-read-window/fresh-sta-archive/source-manifest.nul
6397	5b65c45af02d54b292593bff01dfa38614be787c1f35fca78e440ef1d29b76d5	tmp/2026-07-13-rv64-t3j-fetch-read-window/fresh-sta-archive/source-manifest.txt
907	c906619d01226ab06217e166a306765936f6f04e6a6758647f42d5a5ee6337a5	tmp/2026-07-13-rv64-t3j-fetch-read-window/fresh-sta-archive/archive-provenance.txt
